Format Version,1.23,Take Name,Take 2024-05-10 11.31.19 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-10 11.31.19.221 AM,Total Frames in Take,9420,Total Exported Frames,9420,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,w,X,Y,Z
3893,32.441667,0.010749,0.024566,0.077546,-0.996628,-2636.169189,2558.838867,-575.329773
3894,32.450000,0.011657,0.024096,0.077814,-0.996609,-2638.782715,2559.494385,-576.629517
3895,32.458333,0.012235,0.023782,0.078181,-0.996580,-2641.372559,2560.171875,-578.065857
3896,32.466667,0.013423,0.021358,0.081172,-0.996381,-2643.090576,2561.384766,-580.079346
3897,32.475000,0.014362,0.020993,0.081746,-0.996329,-2645.463623,2561.863037,-581.627808
3898,32.483333,0.015246,0.021219,0.081548,-0.996327,-2647.711914,2562.270020,-583.002686
3899,32.491667,0.015888,0.021574,0.081632,-0.996302,-2650.032227,2562.707275,-584.375854
3900,32.500000,0.016627,0.020891,0.081423,-0.996322,-2652.139404,2563.018555,-585.869080
3901,32.508333,0.017315,0.021223,0.081681,-0.996282,-2654.251709,2563.160156,-587.335571
3902,32.516667,0.017617,0.021281,0.080829,-0.996345,-2656.042480,2563.338623,-588.927979
3903,32.525000,0.017645,0.021399,0.080510,-0.996368,-2658.032471,2563.389648,-590.434998
3904,32.533333,0.018397,0.021402,0.080143,-0.996384,-2659.685303,2563.432129,-592.162109
3905,32.541667,0.018532,0.021685,0.079593,-0.996419,-2661.502930,2563.415771,-593.529480
3906,32.550000,0.018480,0.028831,0.072015,-0.996816,-2664.138428,2562.615479,-595.071594
3907,32.558333,0.018147,0.020753,0.078487,-0.996534,-2664.671143,2563.136230,-596.703247
3908,32.566667,0.017994,0.029537,0.070520,-0.996911,-2667.037354,2562.121094,-598.444031
3909,32.575000,0.017729,0.020936,0.077597,-0.996607,-2667.665283,2562.576660,-599.873413
3910,32.583333,0.017423,0.028823,0.069933,-0.996983,-2669.966309,2561.522705,-601.505554
3911,32.591667,0.016749,0.021114,0.076791,-0.996683,-2670.394531,2561.802002,-603.138062
3912,32.600000,0.016431,0.029780,0.067755,-0.997122,-2672.478760,2560.288086,-605.060974
3913,32.608333,0.015794,0.029852,0.069214,-0.997030,-2673.355957,2560.268066,-606.594971
3914,32.616667,0.015583,0.029429,0.069035,-0.997058,-2674.312988,2559.731934,-608.168335
3915,32.625000,0.014775,0.029593,0.067301,-0.997184,-2675.823975,2558.811035,-610.045837
3916,32.633333,0.014229,0.021105,0.074839,-0.996871,-2675.533691,2559.091309,-611.709778
3917,32.641667,0.013671,0.021490,0.074246,-0.996915,-2676.268311,2558.331055,-613.432739
3918,32.650000,0.012872,0.029947,0.067933,-0.997157,-2677.554199,2557.058594,-615.307312
3919,32.658333,0.012053,0.021530,0.073351,-0.997001,-2677.732666,2556.691650,-616.969971
3920,32.666667,0.012050,0.029378,0.067262,-0.997230,-2679.172363,2555.101807,-618.788391
3921,32.675000,0.011701,0.029029,0.068218,-0.997179,-2679.704102,2554.297363,-620.581116
3922,32.683333,0.011255,0.021529,0.073540,-0.996996,-2679.324463,2553.862305,-622.439819
3923,32.691667,0.010718,0.028209,0.068166,-0.997218,-2680.291992,2552.326172,-624.274109
3924,32.700000,0.010251,0.027289,0.068765,-0.997207,-2680.660400,2551.282959,-626.056946
3925,32.708333,0.009820,0.027705,0.069939,-0.997118,-2680.423828,2550.362305,-628.105164
3926,32.716667,0.009389,0.028116,0.069988,-0.997107,-2680.296387,2549.197998,-630.115967
3927,32.725000,0.009997,0.025524,0.072069,-0.997023,-2681.074951,2547.892090,-631.743103
3928,32.733333,0.009508,0.024363,0.072078,-0.997056,-2681.070557,2546.522705,-633.653870
3929,32.741667,0.009299,0.023938,0.072117,-0.997066,-2680.718506,2545.126709,-635.754883
3930,32.750000,0.009181,0.021262,0.073444,-0.997030,-2680.596924,2543.896973,-637.041626
3931,32.758333,0.009874,0.021626,0.074158,-0.996963,-2680.433350,2542.497314,-639.038086
3932,32.766667,0.009797,0.021568,0.074038,-0.996974,-2679.954834,2540.957764,-641.203918
3933,32.775000,0.009380,0.021432,0.073730,-0.997004,-2680.014404,2539.118164,-642.746887
3934,32.783333,0.009372,0.021410,0.073806,-0.996999,-2679.678467,2537.534912,-644.507080
3935,32.791667,0.009074,0.021272,0.074366,-0.996963,-2679.222656,2535.987305,-646.561951
3936,32.800000,0.009448,0.021525,0.074495,-0.996944,-2678.620605,2534.179688,-648.647034
3937,32.808333,0.009242,0.021284,0.074274,-0.996968,-2678.086914,2532.238525,-650.422119
3938,32.816667,0.009093,0.021805,0.074636,-0.996931,-2677.455322,2530.365723,-652.381226
3939,32.825000,0.008816,0.021849,0.074418,-0.996949,-2676.593994,2528.515869,-654.486328
3940,32.833333,0.008874,0.021394,0.074889,-0.996923,-2675.977051,2526.389893,-656.246704
3941,32.841667,0.008480,0.021809,0.075129,-0.996899,-2675.132813,2524.452148,-658.192993
3942,32.850000,0.008126,0.021883,0.074977,-0.996912,-2674.073486,2522.372803,-660.334778
3943,32.858333,0.008217,0.021208,0.076093,-0.996841,-2673.311279,2520.107910,-662.138733
3944,32.866667,0.007750,0.030239,0.068725,-0.997147,-2672.701660,2517.330078,-664.231873
3945,32.875000,0.007552,0.021864,0.074765,-0.996933,-2670.731201,2515.730225,-666.344543
3946,32.883333,0.007570,0.021430,0.075356,-0.996898,-2669.790771,2513.255371,-668.057922
3947,32.891667,0.007101,0.022123,0.074890,-0.996921,-2668.512451,2510.864014,-670.067017
3948,32.900000,0.006778,0.032094,0.069198,-0.997064,-2666.976074,2508.231201,-672.367737
3949,32.908333,0.007211,0.029974,0.067289,-0.997257,-2666.562744,2505.242432,-674.164856
3950,32.916667,0.006541,0.021528,0.073673,-0.997029,-2664.224121,2503.552979,-676.077881
3951,32.925000,0.006846,0.022405,0.073442,-0.997024,-2662.783936,2500.988525,-677.975830
3952,32.933333,0.006906,0.021413,0.073362,-0.997052,-2661.266846,2498.232178,-679.966003
3953,32.941667,0.006959,0.021810,0.072831,-0.997081,-2659.327148,2495.809326,-682.261719
3954,32.950000,0.007055,0.022195,0.071660,-0.997157,-2657.702148,2493.157959,-684.138184
3955,32.958333,0.007069,0.022306,0.070827,-0.997214,-2656.277832,2490.268311,-685.853455
3956,32.966667,0.007067,0.022343,0.069866,-0.997281,-2654.139160,2487.708984,-688.160400
3957,32.975000,0.007058,0.022006,0.069154,-0.997338,-2652.320557,2484.852783,-690.077454
3958,32.983333,0.007405,0.022787,0.068353,-0.997373,-2650.466797,2482.099609,-692.021912
3959,32.991667,0.007022,0.023170,0.067289,-0.997440,-2648.351074,2479.369873,-694.170715
3960,33.000000,0.006944,0.022527,0.066484,-0.997509,-2646.415771,2476.398926,-696.083984
3961,33.008333,0.007228,0.023307,0.064944,-0.997591,-2644.149414,2473.721680,-698.239441
3962,33.016667,0.006737,0.023023,0.063759,-0.997677,-2641.968750,2470.802734,-700.274048
3963,33.025000,0.005968,0.024386,0.062132,-0.997752,-2640.240234,2467.443604,-701.944702
3964,33.033333,0.006364,0.022891,0.060400,-0.997891,-2637.216309,2464.950195,-704.470520
3965,33.041667,0.004519,0.024896,0.057413,-0.998030,-2635.366699,2461.475342,-706.101624
3966,33.050000,0.005483,0.023237,0.056827,-0.998098,-2632.598633,2458.981689,-708.414673
3967,33.058333,0.004245,0.023507,0.054878,-0.998207,-2630.177490,2455.810303,-710.497864
3968,33.066667,0.004573,0.023509,0.053748,-0.998267,-2627.911865,2452.868652,-712.455688
3969,33.075000,0.002533,0.026206,0.047391,-0.998529,-2625.770264,2449.147705,-714.096924
3970,33.083333,0.002858,0.026656,0.045277,-0.998615,-2623.092773,2446.098633,-716.100830
3971,33.091667,0.001447,0.026155,0.043430,-0.998713,-2620.513184,2442.757813,-718.262756
3972,33.100000,0.001275,0.023620,0.045000,-0.998707,-2617.454834,2440.486084,-720.687805
3973,33.108333,0.000395,0.023361,0.042994,-0.998802,-2614.778809,2437.217773,-722.769104
3974,33.116667,-0.000457,0.023983,0.041086,-0.998868,-2612.087158,2434.056641,-724.954468
3975,33.125000,-0.002412,0.025194,0.037051,-0.998993,-2610.157959,2429.965820,-726.404358
3976,33.133333,-0.003566,0.026571,0.035982,-0.998993,-2606.733154,2427.191895,-728.882202
3977,33.141667,-0.004120,0.025824,0.033154,-0.999108,-2604.578613,2423.429443,-730.500977
3978,33.150000,-0.005081,0.025696,0.031761,-0.999152,-2601.832031,2420.158691,-732.458984
3979,33.158333,-0.005521,0.025727,0.031271,-0.999165,-2599.127930,2416.915283,-734.550415
3980,33.166667,-0.006291,0.025437,0.030045,-0.999205,-2596.378418,2413.539795,-736.483276
3981,33.175000,-0.006978,0.026407,0.029338,-0.999196,-2592.962158,2410.602051,-738.764954
3982,33.183333,-0.007405,0.025650,0.028610,-0.999234,-2590.405518,2407.128662,-740.552185
3983,33.191667,-0.008352,0.026389,0.026165,-0.999274,-2587.681885,2403.403320,-742.460022
3984,33.200000,-0.008269,0.026087,0.026278,-0.999280,-2584.906006,2400.138428,-744.351563
3985,33.208333,-0.008941,0.026143,0.025631,-0.999290,-2582.033691,2396.688721,-746.435486
3986,33.216667,-0.009269,0.026082,0.024896,-0.999307,-2579.142090,2393.258545,-748.236084
3987,33.225000,-0.008996,0.026189,0.025652,-0.999287,-2575.911133,2390.193115,-750.344543
3988,33.233333,-0.009694,0.026935,0.024957,-0.999279,-2572.782471,2386.815186,-752.461548
3989,33.241667,-0.009258,0.026877,0.025410,-0.999273,-2570.048584,2383.346191,-754.308350
3990,33.250000,-0.009283,0.026667,0.023895,-0.999316,-2567.481934,2379.488281,-756.006104
3991,33.258333,-0.009573,0.027006,0.023377,-0.999316,-2564.614502,2375.946777,-757.816833
3992,33.266667,-0.009151,0.026357,0.023670,-0.999330,-2561.684814,2372.386719,-759.599976
3993,33.275000,-0.009210,0.026730,0.022987,-0.999336,-2558.617920,2368.763672,-761.617798
3994,33.283333,-0.009573,0.026642,0.023161,-0.999331,-2555.862305,2365.174072,-763.355225
3995,33.291667,-0.008946,0.026869,0.023648,-0.999319,-2552.975830,2361.582520,-765.259583
3996,33.300000,-0.009373,0.026813,0.023491,-0.999320,-2550.009521,2358.053467,-767.038086
3997,33.308333,-0.009634,0.027482,0.022657,-0.999319,-2546.660889,2354.636719,-768.885742
3998,33.316667,-0.008854,0.027089,0.023773,-0.999311,-2544.062256,2350.849365,-770.509766
3999,33.325000,-0.009567,0.027596,0.022689,-0.999316,-2541.053467,2347.019287,-772.333618
4000,33.333333,-0.009335,0.027709,0.023682,-0.999292,-2538.370605,2343.427979,-773.990234
4001,33.341667,-0.008898,0.027459,0.025440,-0.999260,-2535.066162,2340.092773,-775.949097
4002,33.350000,-0.009234,0.028342,0.024562,-0.999254,-2531.715332,2336.400879,-777.855652
4003,33.358333,-0.009179,0.027141,0.023603,-0.999311,-2529.345459,2331.987305,-779.145020
4004,33.366667,-0.008764,0.027437,0.024087,-0.999295,-2526.348877,2328.349121,-780.966248
4005,33.375000,-0.010103,0.027239,0.024953,-0.999267,-2523.491211,2324.999023,-782.589600
4006,33.383333,-0.009062,0.027187,0.026025,-0.999251,-2520.306152,2321.517334,-784.395142
4007,33.391667,-0.007977,0.027513,0.027460,-0.999212,-2517.980713,2317.287598,-785.895020
4008,33.400000,-0.007905,0.026940,0.024578,-0.999304,-2514.414063,2313.645752,-787.502991
4009,33.408333,-0.001303,0.027831,0.030735,-0.999139,-2511.745361,2311.107666,-788.925903
4010,33.416667,-0.002422,0.029231,0.030053,-0.999118,-2509.551270,2306.606445,-790.007324
4011,33.425000,-0.001990,0.029644,0.029529,-0.999122,-2506.467773,2302.584229,-791.682007
4012,33.433333,-0.004064,0.026517,0.025279,-0.999321,-2502.183838,2298.022461,-794.237488
4013,33.441667,-0.001230,0.031637,0.029014,-0.999077,-2501.385010,2293.341064,-795.741333
4014,33.450000,0.005973,0.031203,0.037844,-0.998779,-2498.904297,2290.235352,-797.466919
4015,33.458333,0.005986,0.029750,0.029220,-0.999112,-2493.766357,2287.107910,-798.786865
4016,33.466667,0.004858,0.031273,0.028219,-0.999101,-2491.581299,2282.391602,-799.902283
4017,33.475000,0.008243,0.029102,0.030421,-0.999079,-2487.871094,2279.071289,-802.125000
4018,33.483333,0.009128,0.028745,0.029910,-0.999098,-2484.744141,2275.011475,-803.740173
4019,33.491667,0.011050,0.029461,0.031151,-0.999019,-2481.973633,2271.023926,-805.231079
4020,33.500000,0.008095,0.030596,0.034207,-0.998914,-2479.851807,2265.366943,-807.487915
4021,33.508333,0.005870,0.028931,0.026447,-0.999214,-2475.741699,2260.832275,-808.801270
4022,33.516667,0.006667,0.029163,0.026856,-0.999192,-2472.619385,2256.710205,-810.552551
4023,33.525000,0.007219,0.028989,0.026942,-0.999191,-2469.545410,2252.441650,-812.135010
4024,33.533333,0.007948,0.029196,0.026802,-0.999183,-2466.580078,2248.206787,-813.627808
4025,33.541667,0.008536,0.029266,0.027599,-0.999154,-2463.450928,2243.951416,-815.453308
4026,33.550000,0.009348,0.029245,0.027961,-0.999137,-2460.449463,2239.798340,-816.843079
4027,33.558333,0.009416,0.029284,0.027880,-0.999138,-2457.417236,2235.423584,-818.496826
4028,33.566667,0.013717,0.028744,0.031945,-0.998982,-2453.976563,2231.952393,-820.267212
4029,33.575000,0.009298,0.029876,0.027042,-0.999145,-2451.096924,2226.572510,-821.608704
4030,33.583333,0.009604,0.030107,0.027094,-0.999133,-2447.893311,2222.366699,-823.473022
4031,33.591667,0.009900,0.029633,0.027858,-0.999124,-2444.564941,2218.273193,-825.272766
4032,33.600000,0.009678,0.029726,0.027221,-0.999141,-2441.565430,2213.397705,-826.749573
4033,33.608333,0.009032,0.030220,0.029981,-0.999053,-2438.031982,2209.850830,-828.521057
4034,33.616667,0.009165,0.030043,0.026265,-0.999161,-2435.356445,2204.241943,-830.205078
4035,33.625000,0.009168,0.030090,0.026495,-0.999154,-2432.216064,2199.529053,-831.849365
4036,33.633333,0.008865,0.030732,0.031477,-0.998993,-2429.019287,2195.927002,-833.799744
4037,33.641667,0.008725,0.029391,0.029709,-0.999088,-2425.510986,2191.004883,-835.538025
4038,33.650000,0.015311,0.028561,0.036483,-0.998809,-2422.786865,2187.520508,-837.050110
4039,33.658333,0.015353,0.032473,0.034241,-0.998768,-2419.425293,2183.586426,-838.817688
4040,33.666667,0.013388,0.032295,0.034045,-0.998809,-2416.528809,2179.456299,-840.138855
4041,33.675000,0.009056,0.031042,0.033532,-0.998914,-2412.869629,2172.795654,-842.824646
4042,33.683333,0.015494,0.030509,0.038300,-0.998680,-2409.591309,2169.926514,-844.477600
4043,33.691667,0.014645,0.031027,0.038704,-0.998662,-2406.354736,2164.974609,-846.171143
4044,33.700000,0.009494,0.031801,0.035673,-0.998812,-2403.215820,2158.974854,-848.168640
4045,33.708333,0.010337,0.032008,0.033417,-0.998875,-2399.718018,2153.683105,-849.933350
4046,33.716667,0.015396,0.031665,0.039914,-0.998583,-2396.442871,2151.081543,-851.710083
4047,33.725000,0.010513,0.032113,0.037149,-0.998738,-2393.249268,2144.769775,-853.743042
4048,33.733333,0.012889,0.032379,0.038540,-0.998649,-2390.106445,2140.830322,-855.324768
4049,33.741667,0.015727,0.031956,0.040446,-0.998547,-2386.396240,2136.776611,-857.413818
4050,33.750000,0.017045,0.033913,0.038836,-0.998524,-2382.977295,2132.214111,-859.325745
4051,33.758333,0.013236,0.033912,0.038375,-0.998600,-2379.701172,2126.010010,-861.005981
4052,33.766667,0.015091,0.033008,0.039366,-0.998566,-2376.655762,2122.578613,-863.008728
4053,33.775000,0.017300,0.032643,0.040980,-0.998477,-2372.743408,2117.906494,-865.299927
4054,33.783333,0.016479,0.032798,0.040749,-0.998495,-2369.395508,2112.769531,-867.110596
4055,33.791667,0.011775,0.032881,0.037735,-0.998677,-2365.969238,2106.408691,-869.482422
4056,33.800000,0.017953,0.032600,0.041157,-0.998459,-2362.517822,2103.113770,-871.130249
4057,33.808333,0.012689,0.032302,0.036594,-0.998728,-2358.893066,2096.529785,-873.190491
4058,33.816667,0.013695,0.034571,0.040758,-0.998477,-2355.434814,2092.983154,-875.649048
4059,33.825000,0.011631,0.033649,0.037737,-0.998653,-2351.919678,2086.850098,-877.550110
4060,33.833333,0.014006,0.033812,0.039201,-0.998561,-2348.465576,2082.682617,-879.310608
4061,33.841667,0.017172,0.033792,0.041358,-0.998425,-2344.644287,2078.652100,-881.518860
4062,33.850000,0.011359,0.034131,0.037751,-0.998640,-2341.164551,2072.068604,-883.949036
4063,33.858333,0.011017,0.034273,0.037236,-0.998658,-2337.556641,2066.864258,-885.884094
4064,33.866667,0.011357,0.034521,0.038190,-0.998609,-2334.029541,2061.979980,-888.091187
4065,33.875000,0.016153,0.036421,0.039124,-0.998440,-2330.168701,2058.819824,-889.698975
4066,33.883333,0.011111,0.034306,0.037769,-0.998636,-2326.474854,2051.781982,-892.596558
4067,33.891667,0.016095,0.034668,0.041135,-0.998422,-2322.802246,2048.330322,-894.224548
4068,33.900000,0.015846,0.036192,0.038810,-0.998465,-2319.348389,2043.714478,-896.216797
4069,33.908333,0.014851,0.037693,0.040147,-0.998372,-2315.431885,2038.863647,-898.783386
4070,33.916667,0.013949,0.037150,0.039516,-0.998431,-2311.996582,2033.220581,-900.470337
4071,33.925000,0.015003,0.036960,0.040328,-0.998390,-2307.933594,2028.656738,-902.860779
4072,33.933333,0.015259,0.036979,0.040510,-0.998378,-2304.023682,2023.655396,-905.108032
4073,33.941667,0.014116,0.038784,0.039728,-0.998358,-2300.963135,2018.157959,-907.121094
4074,33.950000,0.014335,0.038790,0.040130,-0.998338,-2297.138916,2013.156128,-909.379578
4075,33.958333,0.015735,0.039673,0.040410,-0.998271,-2293.048828,2007.861084,-911.871765
4076,33.966667,0.010074,0.040428,0.040454,-0.998312,-2289.551514,2000.957520,-914.834290
4077,33.975000,0.014626,0.039203,0.040430,-0.998306,-2285.295410,1997.723633,-916.321350
4078,33.983333,0.015066,0.039624,0.040741,-0.998270,-2281.563965,1992.629272,-918.499939
4079,33.991667,0.017499,0.039175,0.043968,-0.998111,-2277.470947,1987.532349,-920.981812
4080,34.000000,0.016424,0.039066,0.041591,-0.998236,-2273.230469,1983.018677,-923.417114
4081,34.008333,0.015401,0.039872,0.041388,-0.998228,-2269.532227,1977.537964,-925.553284
4082,34.016667,0.014991,0.039770,0.041666,-0.998227,-2265.619873,1972.771606,-927.855774
4083,34.025000,0.015503,0.040018,0.041773,-0.998205,-2261.447510,1967.988403,-930.289490
4084,34.033333,0.014652,0.040186,0.041737,-0.998213,-2257.490723,1962.644409,-932.650757
4085,34.041667,0.015161,0.040575,0.039644,-0.998275,-2253.221436,1956.600952,-935.136658
4086,34.050000,0.012839,0.040444,0.041596,-0.998233,-2249.351318,1952.211914,-937.512634
4087,34.058333,0.015375,0.041518,0.049520,-0.997791,-2245.246094,1947.490723,-940.098999
4088,34.066667,0.006219,0.040600,0.042536,-0.998250,-2240.887939,1940.979614,-942.241089
4089,34.075000,0.007062,0.040568,0.043481,-0.998205,-2236.549805,1937.197144,-944.775452
4090,34.083333,0.003089,0.041328,0.043046,-0.998213,-2232.544922,1931.655518,-947.001099
4091,34.091667,-0.000762,0.040849,0.042868,-0.998245,-2228.342285,1926.548828,-949.301758
4092,34.100000,-0.005204,0.041192,0.043780,-0.998178,-2224.022217,1921.572998,-951.774231
4093,34.108333,-0.009592,0.040520,0.044265,-0.998152,-2219.646729,1916.616577,-954.164246
4094,34.116667,-0.011063,0.041080,0.051826,-0.997750,-2215.656006,1911.287109,-956.296387
4095,34.125000,-0.020142,0.041795,0.042598,-0.998014,-2211.029053,1905.405273,-958.704590
4096,34.133333,-0.027017,0.041790,0.044104,-0.997787,-2206.880615,1900.634521,-960.831299
4097,34.141667,-0.032616,0.041603,0.044437,-0.997613,-2202.551514,1895.760986,-962.755249
4098,34.150000,-0.037690,0.041223,0.045247,-0.997413,-2197.820313,1890.704346,-965.114075
4099,34.158333,-0.043389,0.041368,0.043566,-0.997250,-2193.789795,1884.652954,-966.940125
4100,34.166667,-0.049240,0.042233,0.043937,-0.996926,-2189.184082,1880.171875,-969.121582
4101,34.175000,-0.054623,0.041928,0.044656,-0.996626,-2184.411621,1875.219116,-970.868469
4102,34.183333,-0.059445,0.040407,0.046447,-0.996331,-2179.071533,1870.636597,-972.388000
4103,34.191667,-0.063320,0.042686,0.043780,-0.996118,-2175.492676,1864.577759,-974.694092
4104,34.200000,-0.067098,0.042149,0.045042,-0.995838,-2170.862793,1860.106567,-976.076721
4105,34.208333,-0.069691,0.041685,0.043332,-0.995755,-2167.069580,1854.760132,-977.823181
4106,34.216667,-0.071914,0.041491,0.043564,-0.995595,-2162.435547,1850.003418,-979.411560
4107,34.225000,-0.073452,0.041628,0.043811,-0.995466,-2157.680908,1844.977173,-980.683350
4108,34.233333,-0.074128,0.041843,0.043351,-0.995427,-2152.913818,1840.047607,-982.000000
4109,34.241667,-0.074432,0.041759,0.043513,-0.995401,-2148.314209,1834.961426,-983.286865
4110,34.250000,-0.073789,0.042061,0.042584,-0.995476,-2143.730957,1830.144653,-984.461365
4111,34.258333,-0.072891,0.042031,0.043046,-0.995524,-2139.170410,1825.220093,-985.615845
4112,34.266667,-0.071399,0.043325,0.041027,-0.995662,-2134.458252,1819.237427,-986.961304
